NAME,STATION_TYPE,STATION_ID,STATION_STATUS,LAST_REPORTED,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_INSTALLED,IS_RETURNING,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,RENTAL_METHODS,REGION_ID,REGION_NAME,GIS_ID,LATITUDE,LONGITUDE,GIS_LAST_MOD_DTTM,OBJECTID,geometry,Name,Opening Year
17th St & Potomac Ave SE / Congressional Cemetery ,classic,1941813138517442794,,2024-10-22T07:05:27Z,16,0,3,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",,DCA-CABI,,38.882458,-76.980715,2024-10-22T07:07:28Z,217277828,"{'type': 'Point', 'coordinates': [-76.98072035177408, 38.882464176617]}",,
Langston Blvd & N Woodstock St,classic,082614e4-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:26Z,13,0,5,3,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",41,DCA-CABI,,38.898301,-77.118009,2024-10-22T07:07:28Z,217277829,"{'type': 'Point', 'coordinates': [-77.118013647706, 38.89830593921691]}",Langston Blvd & N Woodstock St,2022.0
1st & N St SE,classic,082484cf-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:23Z,9,0,30,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,39,"KEY,CREDITCARD",42,DCA-CABI,,38.875023,-77.005754,2024-10-22T07:07:28Z,217277830,"{'type': 'Point', 'coordinates': [-77.0057528387848, 38.87503370074031]}",1st & N St SE,2022.0
King St & N Pitt St,classic,e84a9c46-89ce-45dc-866f-fe8cbc50e88e,,2024-10-22T07:05:48Z,0,0,13,2,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",40,DCA-CABI,,38.804801,-77.044676,2024-10-22T07:07:28Z,217277831,"{'type': 'Point', 'coordinates': [-77.04468357858322, 38.804804403737045]}",King St & N Pitt St,2022.0
Riverdale Park Town Center,classic,d8f65b11-57ec-4a9f-9b52-f5696e129f02,,2024-10-22T07:05:48Z,9,0,8,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,"KEY,CREDITCARD",133,DCA-CABI,,38.962119,-76.935578,2024-10-22T07:07:28Z,217277832,"{'type': 'Point', 'coordinates': [-76.93558426521972, 38.96212664122994]}",Riverdale Park Town Center,2020.0
4th & East Capitol St NE,classic,0824c1a1-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:48Z,1,0,8,6,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",42,DCA-CABI,,38.889955,-77.000349,2024-10-22T07:07:28Z,217277833,"{'type': 'Point', 'coordinates': [-77.00034808011432, 38.889960741071775]}",4th & East Capitol St NE,2010.0
Queens Chapel & Hamilton St,classic,27d919c7-7fda-41d1-9c05-2f537d5c4ce2,,2024-10-22T07:05:49Z,3,0,12,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",133,DCA-CABI,,38.9546,-76.9595,2024-10-22T07:07:28Z,217277834,"{'type': 'Point', 'coordinates': [-76.95950732157216, 38.954606465536564]}",Queens Chapel & Hamilton St,2020.0
22nd & I St NW / Foggy Bottom,classic,08254037-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:50Z,13,0,0,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.90088,-77.048911,2024-10-22T07:07:28Z,217277835,"{'type': 'Point', 'coordinates': [-77.04891702602326, 38.900886657779466]}",22nd & I St NW / Foggy Bottom,2012.0
Bethesda Ave & Arlington Rd,classic,0825738d-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:50Z,14,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",44,DCA-CABI,,38.981103,-77.097426,2024-10-22T07:07:28Z,217277836,"{'type': 'Point', 'coordinates': [-77.09742257512832, 38.98111118835248]}",Bethesda Ave & Arlington Rd,2013.0
55th & East Capitol St NE,classic,1950995089993550758,,2024-10-22T07:05:50Z,8,0,3,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",,DCA-CABI,,38.889926,-76.922783,2024-10-22T07:07:28Z,217277837,"{'type': 'Point', 'coordinates': [-76.92278578892343, 38.889935222134504]}",,
Columbus Ave & Gramercy Blvd,classic,de5bd592-0f48-4c6a-b7fc-8ff687c6e1a5,,2024-10-22T07:05:47Z,11,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",43,DCA-CABI,,39.12333,-77.16486,2024-10-22T07:07:28Z,217277838,"{'type': 'Point', 'coordinates': [-77.16486450354267, 39.123336447264265]}",Columbus Ave & Gramercy Blvd,2017.0
6th St & Indiana Ave NW,classic,08252414-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:47Z,12,0,7,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.894573,-77.01994,2024-10-22T07:07:28Z,217277839,"{'type': 'Point', 'coordinates': [-77.0199445458911, 38.8945803337983]}",6th St & Indiana Ave NW,2013.0
North Capitol & R St NE,classic,2a76806e-32b4-4ec6-a851-f73ba7dafda1,,2024-10-22T07:05:47Z,7,0,8,4,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.91256,-77.008775,2024-10-22T07:07:28Z,217277840,"{'type': 'Point', 'coordinates': [-77.0087767871848, 38.91257139086209]}",North Capitol & R St NE,2020.0
Oklahoma Ave & D St NE,classic,08261245-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:46Z,1,0,18,8,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.894474,-76.974828,2024-10-22T07:07:28Z,217277841,"{'type': 'Point', 'coordinates': [-76.97482665268227, 38.894480232763144]}",Oklahoma Ave & D St NE,2015.0
23rd St S & Hayes St,classic,99644655-ef85-4e13-a331-a344d88ded32,,2024-10-22T07:05:46Z,3,0,12,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,DCA-CABI,,38.853002,-77.059496,2024-10-22T07:07:28Z,217277842,"{'type': 'Point', 'coordinates': [-77.05949469662967, 38.853011120507134]}",23rd St S & Hayes St,2021.0
40th Ave & Bladensburg Rd,classic,1999643103701119546,,2024-10-22T07:05:52Z,4,0,11,6,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",133,DCA-CABI,,38.935388,-76.949287,2024-10-22T07:07:28Z,217277843,"{'type': 'Point', 'coordinates': [-76.94928764384927, 38.93539681323362]}",,
Georgia Ave & Kennedy St NW,classic,568a84a6-8911-48aa-8ad4-9a1b46564e9d,,2024-10-22T07:05:52Z,17,0,1,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.95674,-77.02791,2024-10-22T07:07:28Z,217277844,"{'type': 'Point', 'coordinates': [-77.02791119257336, 38.95674510407148]}",Georgia Ave & Kennedy St NW,2018.0
10th St & Spring Rd NW,classic,63fa246c-6bed-41f0-97eb-d2d7888c1db0,,2024-10-22T07:05:53Z,0,0,13,12,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.936228,-77.027163,2024-10-22T07:07:28Z,217277845,"{'type': 'Point', 'coordinates': [-77.02716498272456, 38.93623342020458]}",,
Kansas Ave & Longfellow St NW,classic,d1fd7121-67e3-46a9-b415-e84a565394f2,,2024-10-22T07:05:56Z,10,0,9,7,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.958098,-77.013821,2024-10-22T07:07:28Z,217277846,"{'type': 'Point', 'coordinates': [-77.01382432418605, 38.95810786631588]}",Kansas Ave & Longfellow St NW,2021.0
Wilson Blvd & N Edgewood St,classic,0824f3d6-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:55Z,13,0,1,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,DCA-CABI,,38.889396,-77.091862,2024-10-22T07:07:28Z,217277847,"{'type': 'Point', 'coordinates': [-77.09186836577267, 38.88940212681332]}",Wilson Blvd & N Edgewood St,2011.0
New Hampshire Ave & Ward Pl NW,classic,082492e1-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:55Z,13,0,5,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.905711,-77.047318,2024-10-22T07:07:28Z,217277848,"{'type': 'Point', 'coordinates': [-77.04731779020605, 38.90571579539333]}",New Hampshire Ave & Ward Pl NW,2021.0
Library St & Freedom Dr,classic,08263b6d-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:55Z,4,0,10,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",104,DCA-CABI,,38.959633,-77.358741,2024-10-22T07:07:28Z,217277849,"{'type': 'Point', 'coordinates': [-77.3587377759011, 38.95963925475593]}",Library St & Freedom Dr,2016.0
L'Enfant Plaza / 7th & C St SW,classic,08249d44-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:56Z,3,0,12,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.886266,-77.022241,2024-10-22T07:07:28Z,217277850,"{'type': 'Point', 'coordinates': [-77.02224741932089, 38.88627419532041]}",L'Enfant Plaza / 7th & C St SW,2010.0
American University East Campus,classic,ad6ec1ce-db22-47c1-acf3-507897d40725,,2024-10-22T07:05:53Z,8,0,8,1,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.936298,-77.087128,2024-10-22T07:07:28Z,217277851,"{'type': 'Point', 'coordinates': [-77.08713062624555, 38.936303191635425]}",American University East Campus,2020.0
First St & Fayette St,classic,889571f8-5774-4097-a31f-4b6e3f5b4381,,2024-10-22T07:05:53Z,13,0,3,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,16,"KEY,CREDITCARD",40,DCA-CABI,,38.817019,-77.050105,2024-10-22T07:07:28Z,217277852,"{'type': 'Point', 'coordinates': [-77.05010318347476, 38.81702672903776]}",First St & Fayette St,2023.0
10th & G St NW,classic,0825f622-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:57Z,14,0,8,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.898243,-77.026235,2024-10-22T07:07:28Z,217277853,"{'type': 'Point', 'coordinates': [-77.02623981398774, 38.89825450272921]}",10th & G St NW,2014.0
13th St & New York Ave NW,classic,0824aa39-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:57Z,14,0,12,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,27,"KEY,CREDITCARD",42,DCA-CABI,,38.900283,-77.029822,2024-10-22T07:07:28Z,217277854,"{'type': 'Point', 'coordinates': [-77.02982584603575, 38.90028953194742]}",13th St & New York Ave NW,2010.0
Westbranch Dr & Maitland St,classic,1900610962867255780,,2024-10-22T07:05:58Z,6,0,6,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",,DCA-CABI,,38.927943,-77.220829,2024-10-22T07:07:28Z,217277855,"{'type': 'Point', 'coordinates': [-77.2208308980579, 38.92794748804934]}",,
21st St & Pennsylvania Ave NW,classic,0825388d-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:52Z,17,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.901539,-77.046564,2024-10-22T07:07:28Z,217277856,"{'type': 'Point', 'coordinates': [-77.04656567458073, 38.90154522895775]}",21st St & Pennsylvania Ave NW,2012.0
18th St & Pennsylvania Ave NW,classic,08250172-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:05:55Z,27,0,0,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,27,"KEY,CREDITCARD",42,DCA-CABI,,38.89968,-77.041539,2024-10-22T07:07:28Z,217277857,"{'type': 'Point', 'coordinates': [-77.04153819245981, 38.89969140256087]}",18th St & Pennsylvania Ave NW,2011.0
Wilson Blvd & N Quincy St,classic,08252a00-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:06:03Z,10,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,DCA-CABI,,38.880012,-77.107854,2024-10-22T07:07:28Z,217277858,"{'type': 'Point', 'coordinates': [-77.1078529497522, 38.88001973433885]}",Wilson Blvd & N Quincy St,2012.0
Mandeville Ln & Stovall St,classic,141766fa-fa3b-4c61-8e46-a8673c910a0c,,2024-10-22T07:05:59Z,2,0,9,3,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",40,DCA-CABI,,38.802893,-77.072558,2024-10-22T07:07:28Z,217277859,"{'type': 'Point', 'coordinates': [-77.07256572620739, 38.80289860633834]}",Mandeville Ln & Stovall St,2023.0
13th & E St SE,classic,082494e7-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:06:05Z,8,0,7,4,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.882915,-76.987907,2024-10-22T07:07:28Z,217277860,"{'type': 'Point', 'coordinates': [-76.98791209975944, 38.882924570014325]}",13th & E St SE,2019.0
Northwestern High School,classic,3dd9e864-a5fc-4c27-b18e-325226089293,,2024-10-22T07:06:06Z,3,0,12,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",133,DCA-CABI,,38.975505,-76.952199,2024-10-22T07:07:28Z,217277861,"{'type': 'Point', 'coordinates': [-76.9522019017527, 38.97551185711342]}",Northwestern High School,2020.0
14th & D St SE,classic,55fc40ce-5be9-4e45-9c84-daacced3c852,,2024-10-22T07:06:06Z,16,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.884058,-76.986385,2024-10-22T07:07:28Z,217277862,"{'type': 'Point', 'coordinates': [-76.98639052399912, 38.884068467756755]}",14th & D St SE,2010.0
Wisconsin Ave & Ingomar St NW,classic,0826176a-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:06:07Z,13,0,6,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.958267,-77.084636,2024-10-22T07:07:28Z,217277863,"{'type': 'Point', 'coordinates': [-77.08464228525848, 38.95827622659009]}",Wisconsin Ave & Ingomar St NW,2016.0
Arlington National Cemetery,classic,af5c5675-452b-4e1f-9d9f-7f4a0c50388d,,2024-10-22T07:06:07Z,11,0,4,0,4,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",41,DCA-CABI,,38.884533,-77.065803,2024-10-22T07:07:28Z,217277864,"{'type': 'Point', 'coordinates': [-77.06580249138133, 38.88453717596194]}",,
New York Ave & Hecht Ave NE,classic,0826132d-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:06:10Z,20,0,2,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.915604,-76.983683,2024-10-22T07:07:28Z,217277865,"{'type': 'Point', 'coordinates': [-76.9836863166128, 38.91561540014494]}",New York Ave & Hecht Ave NE,2015.0
7th & S St NW,classic,4f9000ec-e47e-494e-9b49-61e95b5a6f03,,2024-10-22T07:06:10Z,3,0,16,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.914174,-77.021595,2024-10-22T07:07:28Z,217277866,"{'type': 'Point', 'coordinates': [-77.0215988878353, 38.914182216609674]}",7th & S St NW,2020.0
17th & Upshur St NW,classic,72e7c396-11ad-4e88-bf4b-e60584f748fc,,2024-10-22T07:06:10Z,16,0,2,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.942146,-77.038684,2024-10-22T07:07:28Z,217277867,"{'type': 'Point', 'coordinates': [-77.03869071819572, 38.9421576316462]}",17th & Upshur St NW,2020.0
Mount Vernon Ave & E Nelson Ave,classic,0825f8da-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:06:10Z,1,0,15,1,0,YES,YES,YES,NO,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,16,"KEY,CREDITCARD",40,DCA-CABI,,38.820064,-77.057619,2024-10-22T07:07:28Z,217277868,"{'type': 'Point', 'coordinates': [-77.05762480440511, 38.8200681245572]}",Mount Vernon Ave & E Nelson Ave,2014.0
Georgia Ave & Morton St NW,classic,461df1a0-fac6-4a11-ac4c-ff795e6299c9,,2024-10-22T07:06:10Z,13,0,6,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.932128,-77.0235,2024-10-22T07:07:28Z,217277869,"{'type': 'Point', 'coordinates': [-77.02350733629822, 38.932135434869714]}",Georgia Ave & Morton St NW,2020.0
Henry Bacon Dr & Lincoln Memorial Circle NW,classic,0826233f-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:06:09Z,16,0,2,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.890539,-77.049383,2024-10-22T07:07:28Z,217277870,"{'type': 'Point', 'coordinates': [-77.04938252831029, 38.890544854907624]}",Henry Bacon Dr & Lincoln Memorial Circle NW,2016.0
New Hampshire & Gallatin St NW,classic,89263cc9-13f6-4185-b315-5164c9bb930e,,2024-10-22T07:06:08Z,2,0,17,4,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.951596,-77.012808,2024-10-22T07:07:28Z,217277871,"{'type': 'Point', 'coordinates': [-77.01280784705104, 38.95160401279316]}",New Hampshire & Gallatin St NW,2019.0
Fairfax Dr & N Taylor St,classic,8dfb34e2-7f75-4359-a374-5bf5e86c4793,,2024-10-22T07:06:11Z,6,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",41,DCA-CABI,,38.882425,-77.112754,2024-10-22T07:07:28Z,217277872,"{'type': 'Point', 'coordinates': [-77.11275487210649, 38.882429354982605]}",Fairfax Dr & N Taylor St,2023.0
Lake Newport Rd and Autumn Ridge Cir,classic,29f174dd-e7bc-4329-a570-0220f0d1be84,,2024-10-22T07:06:11Z,6,0,6,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",104,DCA-CABI,,38.978503,-77.353454,2024-10-22T07:07:28Z,217277873,"{'type': 'Point', 'coordinates': [-77.35345468236677, 38.978509737247634]}",Lake Newport Rd and Autumn Ridge Cir,2022.0
N Pershing Dr & N Quebec St,classic,174fc644-1a5a-4923-a8b5-373e0ad04525,,2024-10-22T07:06:11Z,5,0,10,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,DCA-CABI,,38.874248,-77.104784,2024-10-22T07:07:28Z,217277874,"{'type': 'Point', 'coordinates': [-77.10479036840239, 38.87425714491676]}",N Pershing Dr & N Quebec St,2023.0
Western Ave & Pinehurst Cir NW ,classic,1939176485434179842,,2024-10-22T07:06:09Z,1,0,14,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",,DCA-CABI,,38.975739,-77.066409,2024-10-22T07:07:28Z,217277875,"{'type': 'Point', 'coordinates': [-77.0664060396806, 38.975745991795655]}",,
S Four Mile Run Dr & Walter Reed Dr,classic,08254d7e-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:06:16Z,2,0,9,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",41,DCA-CABI,,38.84736,-77.095431,2024-10-22T07:07:28Z,217277876,"{'type': 'Point', 'coordinates': [-77.09543145478948, 38.84736600726091]}",S Four Mile Run Dr & Walter Reed Dr,2023.0
MBT & Bryant St NE,classic,0627dc3c-5c62-4ab1-a6f0-3635c6f80d23,,2024-10-22T07:06:16Z,17,0,1,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.922404,-76.996023,2024-10-22T07:07:28Z,217277877,"{'type': 'Point', 'coordinates': [-76.99602380778725, 38.922408751231025]}",MBT & Bryant St NE,2022.0
Benning Branch Library,classic,08249b10-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:06:16Z,10,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",42,DCA-CABI,,38.894,-76.947974,2024-10-22T07:07:28Z,217277878,"{'type': 'Point', 'coordinates': [-76.94797990248195, 38.894011935890774]}",Benning Branch Library,2010.0
Jefferson Memorial,classic,082527e7-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:06:12Z,22,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.879819,-77.037413,2024-10-22T07:07:28Z,217277879,"{'type': 'Point', 'coordinates': [-77.03741222681091, 38.879829324696]}",Jefferson Memorial,2012.0
Rhode Island Ave & 39th St / Brentwood Arts Exchange,classic,199df30f-328b-48af-8627-952bd9d6fe7c,,2024-10-22T07:06:18Z,0,0,15,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",133,DCA-CABI,,38.939271,-76.955047,2024-10-22T07:07:28Z,217277880,"{'type': 'Point', 'coordinates': [-76.95505215483539, 38.93928174901913]}",Rhode Island Ave & 39th St / Brentwood Arts Exchange,2020.0
North Shore Dr & Village Rd,classic,0826533b-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:06:18Z,7,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",104,DCA-CABI,,38.970412,-77.340787,2024-10-22T07:07:28Z,217277881,"{'type': 'Point', 'coordinates': [-77.34079016759235, 38.9704218437984]}",North Shore Dr & Village Rd,2017.0
Barcroft Community Center,classic,08251c45-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:06:15Z,0,0,10,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",41,DCA-CABI,,38.850337,-77.100989,2024-10-22T07:07:28Z,217277882,"{'type': 'Point', 'coordinates': [-77.10098816284778, 38.85034312754769]}",Barcroft Community Center,2012.0
16th & Bangor St SE,classic,7c790f6e-7889-4c3c-97d6-ffd37e68bb2d,,2024-10-22T07:06:13Z,1,0,13,7,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.86044,-76.983585,2024-10-22T07:07:28Z,217277883,"{'type': 'Point', 'coordinates': [-76.98358370626741, 38.860448071531955]}",16th & Bangor St SE,2023.0
Rockville Metro West,classic,0825f1f7-1f3f-11e7-bf6b-3863bb334450,,2024-10-22T07:06:19Z,18,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",43,DCA-CABI,,39.084379,-77.146866,2024-10-22T07:07:28Z,217277884,"{'type': 'Point', 'coordinates': [-77.14687076041889, 39.084382824444454]}",Rockville Metro West,2014.0
